ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
281,Young adult,Medium,F,M,2,52004.8,N,25,212083173,7635926257167711,19400817,3699 SAYRE ST,,SEATTLE,WA,98103,0,-122.35013899999998,47.690690999999994,5030.5,23,1257,125,3.45,1,11,0.0,125.7625
282,Young adult,Low,M,M,2,53010.8,N,19,192038981,5020388750429834,19280216,I107 COLORADO ST,,ARECIBO,PR,612,0,,,12451.25,46,6225,622,11.5,2,8,622.5625,0.0
283,Senior,Low,M,M,0,75004.5,N,65,142193963,5195220450570611,19990929,7796 GREEN LINKS DR SE,,RICHARDSON,TX,75081,0,,,26522.65,32,13261,1326,8.0,3,8,1326.1325,0.0
284,Adult,Low,M,M,0,19749.3,N,60,796033206,1119904288652114,19670912,2891 N STAGECOACH DR,,SPRINGFIELD,MA,1105,0,-72.56744499999999,42.095141999999996,20222.02,13,10111,1011,3.25,4,5,1011.101,0.0
285,Adult,High,M,S,1,57626.9,Y,44,123455736,5892940007898684,19270216,203 ACADEMY ST APT 419,,SILVER CREEK,GA,30173,0,,,9380.94,38,2345,234,5.7,4,18,0.0,469.047
286,Adult,Medium,M,M,2,20078.0,N,33,167491215,7750340125892910,19951027,PO BOX 74710,,MOUNT SOLON,VA,22843,0,,,9650.97,6,2412,241,0.9,2,10,0.0,241.27425
287,Young adult,Low,F,M,2,47902.0,N,26,182060875,5263540147681113,19580208,18 VILLAGE WAY APT 1005,,SWAMPSCOTT,MA,1907,0,,,17441.74,49,8720,872,12.25,4,7,872.087,0.0
288,Child,Low,M,M,1,7545.96,Y,17,273682974,1057561356792150,19111120,700 AVENUE M,,LOGAN,OH,43138,0,-82.411849,39.539814,22392.24,178,11196,1119,44.5,3,8,1119.612,0.0
289,Adult,Medium,F,S,0,78851.3,N,48,705501255,4635351525462260,19261127,4309 43RD ST APT 2E,,MOCA,PR,676,0,,,370.04,28,92,9,4.2,1,14,0.0,9.251
290,Adult,Low,F,S,1,17540.7,Y,63,325557867,8498390389670137,19250131,450 7TH ST APT 1L,,LODI,NJ,7644,0,-74.084046,40.877256,22172.22,13,11086,1108,3.25,2,10,1108.611,0.0
291,Adult,High,F,M,0,83891.9,Y,61,175906307,2759027393588501,19950513,2215 PIZITZ DR SW APT 45,,HUNTSVILLE,AL,35803,0,,,28922.89,45,14461,1446,11.25,2,8,0.0,1446.1445
292,Adult,High,F,M,2,28220.8,N,39,647035475,2516231050345059,19030108,PO BOX 750,,LOCK HAVEN,PA,17745,0,-77.46407099999999,41.128142,26492.65,12,13246,1324,3.0,1,9,0.0,1324.6325
293,Child,High,F,S,0,28589.1,N,16,104146819,4826575043686780,19790509,498 BETHANY DR,,NEW YORK,NY,10131,9901,,,13191.32,87,6595,659,21.75,2,7,0.0,659.566
294,Adult,Low,F,M,2,5237.63,N,49,106787985,8495906416785808,19831014,264 6TH ST,,KINGMAN,AZ,86401,0,,,13321.33,56,6660,666,14.0,4,5,666.0665,0.0
295,Adult,Low,M,S,2,89459.9,N,53,762799559,5935911169590873,19950419,23 CALLE VICENS,,CRESTVIEW,FL,32531,0,,,11541.15,22,5770,577,5.5,3,10,577.0575,0.0
296,Adult,High,F,S,1,13576.5,N,39,197204842,3621409136716601,19441115,17042 1700 NORTH AVE,,AUSTIN,TX,78758,0,,,14831.48,25,7415,741,6.25,1,5,0.0,741.574
297,Adult,Low,F,S,0,81710.9,N,59,197698822,2543421874931068,19210323,10014 W 632 RD,,WASHINGTON,PA,15301,0,-80.262602,40.192054,20952.1,15,10476,1047,3.75,2,8,1047.605,0.0
298,Adult,Medium,F,M,2,67388.0,N,53,181947929,2790129788007034,19700828,RR 3 BOX 176,,ROXBURY CROSSING,MA,2120,0,-71.098766,42.335496,4790.48,91,1197,119,13.65,3,10,0.0,119.762
299,Adult,High,F,M,1,57063.0,Y,52,871198130,2834058171453225,19090720,26 CAROLYN TER,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,16791.68,81,8395,839,20.25,5,5,0.0,839.584
300,Adult,High,F,M,2,84166.1,N,54,845563490,5111841271385458,19060415,340 S KALAMAZOO MALL,,GREENSBURG,PA,15601,0,,,3280.33,11,820,82,1.65,1,17,0.0,164.0165
301,Adult,Low,F,S,1,7737.94,N,43,723289016,4881997826227152,19000330,199 W AVENUE A,,SAINT PETERSBURG,FL,33710,0,,,11051.11,50,5525,552,12.5,2,10,552.5555,0.0
302,Adult,Low,M,S,2,100020.0,N,48,995640333,3901645284640244,19230820,634AC WESTERN AVE STE 1,,SALLISAW,OK,74955,0,,,21372.14,293,10686,1068,73.25,5,9,1068.607,0.0
303,Young adult,High,F,M,2,45287.6,Y,29,185754080,4529008203259140,19080630,1151 STERIGERE ST APT 29,,HUALAPAI,AZ,86412,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
304,Adult,High,F,M,2,59613.1,N,34,206165796,3662849593649813,19881221,5781 BRIDGE ST STE 35,,FARGO,ND,58102,0,-96.795249,46.878554,12371.24,163,6185,618,40.75,3,8,0.0,618.562
305,Adult,High,F,S,1,16326.7,N,51,178960479,5788696191395260,19500729,RR 2 BOX 48,,HOUSTON,TX,77079,4753,,,0.0,0,0,0,0.0,0,0,0.0,0.0
306,Adult,Low,F,S,2,9559.78,N,51,121425868,8219111416279833,19871003,PSC 7 BOX 885,,PARSIPPANY,NJ,7054,0,,,18311.83,59,9155,915,14.75,1,5,915.5915,0.0
307,Adult,Low,F,M,2,42031.8,N,51,113977462,7348091373338990,19290309,PO BOX 352,,HARRISBURG,MO,65256,0,,,20452.05,39,10226,1022,9.75,1,6,1022.6025,0.0
308,Young adult,High,F,M,2,83284.1,Y,28,819469066,6437806074995481,19910315,3075 38TH AVE SW,,SEATAC,WA,98188,0,,,26912.69,9,13456,1345,2.25,2,7,0.0,1345.6345
309,Young adult,Medium,M,M,1,39229.1,N,26,888306117,2716485894570718,19521208,1894 BITTER CREEK DR,,SHORELINE,WA,98133,0,-122.34998799999998,47.732446,28822.88,13,14411,1441,3.25,4,8,0.0,1441.144
310,Adult,Low,F,D,1,68427.4,N,42,976267775,1905011825369644,19720521,1 DEERFIELD DR,,MOUNT UNION,PA,17066,0,-77.884355,40.383188,23762.38,50,11881,1188,12.5,3,6,1188.119,0.0
311,Adult,Medium,M,S,0,3601.71,N,49,741679754,1800318157101058,19580612,1 RISHAM AVE,,CUBA,IL,61427,0,,,9570.96,111,2392,239,16.65,3,12,0.0,239.274
312,Adult,Medium,F,S,0,98716.3,N,56,861654208,3777490412915658,19240831,6947 ROUTE 23C,,YAUCO,PR,698,0,,,20972.1,13,10486,1048,3.25,4,9,1048.605,0.0
313,Adult,High,F,S,2,66182.7,Y,62,749173938,4264969326960885,19000708,HC 1 BOX 262ECC,,BROOKLYN,NY,11219,0,,,11701.17,47,5850,585,11.75,3,7,0.0,585.0585
314,Adult,Low,F,S,2,84789.3,N,50,161357405,2859010320679031,19470419,7914 OAKDALE AVE,,PASADENA,TX,77502,0,,,14221.42,10,7110,711,2.5,1,9,711.071,0.0
315,Adult,Low,F,M,2,35976.5,Y,49,165768741,1254282240727066,19340514,1339 N 1700 W,,ARECIBO,PR,612,0,,,18851.89,31,9425,942,7.75,4,6,942.5945,0.0
316,Senior,Low,F,M,0,32703.1,Y,65,198373130,2764181244498965,19690822,1305 HALL ST,,BLACKLICK,OH,43004,0,-82.79877900000001,39.9996,16801.68,56,8400,840,14.0,3,5,840.084,0.0
317,Adult,High,F,M,2,8204.72,N,53,169104789,2386288911338339,19430213,6798 E 66TH ST,,PHENIX CITY,AL,36867,0,-85.0044,32.4743,15591.56,24,7795,779,6.0,3,9,0.0,779.578
318,Adult,Medium,M,M,1,97180.4,N,51,133081251,2321259868947223,19230728,24334 WILLOW PASS DR,,VICTORY MILLS,NY,12884,0,,,8210.82,45,2052,205,6.75,3,13,0.0,205.2705
319,Adult,Low,F,S,2,38280.0,N,34,109930630,4602071653924197,19230712,B & R AUTO REPAIRS,,RICHFIELD,UT,84701,0,,,11641.16,74,5820,582,18.5,1,6,582.058,0.0
320,Adult,Low,M,S,0,64136.6,Y,61,249065502,6856284804316621,19010216,1808 PINNACLE DR SW,,GRAHAM,TX,76450,3557,,,16211.62,125,8105,810,31.25,5,5,810.581,0.0
321,Adult,High,F,M,2,45429.7,Y,62,165637038,8921977402619760,19791003,PO BOX 133050,,CLEWISTON,FL,33440,0,,,24702.47,73,12351,1235,18.25,2,9,0.0,1235.1235
322,Adult,Medium,F,S,0,25285.5,N,54,186899370,6983682271648343,19071230,1540 KURE DR SW,,SINTON,TX,78387,0,-97.506624,28.040568,9370.94,11,2342,234,1.65,2,10,0.0,234.2735
323,Adult,High,F,M,2,77551.1,Y,34,313769049,7363994619954246,19460222,15540 51ST ST SE,,ELK GROVE,CA,95758,0,,,20532.05,41,10266,1026,10.25,2,10,0.0,1026.6025
324,Child,High,F,M,0,38538.4,N,12,550354929,7746190845676788,19900317,3806 OLD RANDOLPH RD,,BILLINGS,MO,65610,0,,,22862.29,16,11431,1143,4.0,4,5,0.0,1143.1145
325,Adult,Medium,F,S,0,69350.5,Y,57,789389909,6850847278607867,19331011,45 W GARFIELD ST,,DEMOTTE,IN,46310,0,,,1900.19,25,475,47,3.75,3,13,0.0,47.50475
326,Young adult,Low,M,S,2,43634.5,N,22,107656860,2861335006820384,19720717,450 COUNTY ROAD 279 APT 454,,NAHANT,MA,1908,0,,,29442.94,104,14721,1472,26.0,1,5,1472.147,0.0
327,Adult,High,F,S,1,13109.1,N,63,747559771,8206051872023569,19350131,8000 COUNTY LANE 10,,HOUSTON,TX,77077,4718,,,22382.24,40,11191,1119,10.0,5,8,0.0,1119.112
328,Adult,High,M,S,1,92647.5,N,56,618894486,6829142919141456,19860206,4958 COUNTY ROAD 3470,,WOODRIDGE,IL,60517,0,,,16041.6,10,8020,802,2.5,3,9,0.0,802.08
329,Adult,Medium,M,S,2,21021.6,Y,63,748564259,1407872073370647,19740420,418 W ORANGE ST,,CHESTERFIELD,MI,48047,0,,,3750.38,11,937,93,1.65,1,14,0.0,93.7595
330,Adult,High,M,S,0,74460.7,Y,55,161875790,2669731872014196,19750926,13601 COUNTY ROAD 103 # 2490,,NORTH COLLINS,NY,14111,0,,,25532.55,179,12766,1276,44.75,4,8,0.0,1276.6275
331,Adult,Low,F,S,2,28787.4,N,42,146445797,8435632790735233,19340523,10303 W 70TH TER APT 105L,,HALLSBORO,NC,28442,0,,,27972.8,58,13986,1398,14.5,1,9,1398.64,0.0
332,Adult,Low,M,M,1,13091.6,N,59,147185327,8798434376756965,19740719,851 E 270 N,,LOUISA,KY,41230,0,-82.6733,38.1595,22792.28,20,11396,1139,5.0,4,6,1139.614,0.0
333,Adult,High,F,M,2,62061.8,Y,46,466914587,8588258889476151,19880621,863 AVENUE C APT 2C,,SOUTH HOUSTON,TX,77587,0,,,29862.99,52,14931,1493,13.0,5,8,0.0,1493.1495
334,Young adult,Medium,F,M,1,20550.9,Y,22,117451513,8513846781963761,19311227,1221 MAGIE AVE BLDG 6,,BARCELONETA,PR,617,2751,,,27722.77,57,13861,1386,14.25,1,5,0.0,1386.1385
335,Young adult,High,M,M,2,1765.41,N,19,138602759,7880431667151482,19940814,3613 W COMMODORE WAY,,DELTONA,FL,32738,0,,,3040.3,44,760,76,6.6,2,20,0.0,152.015
336,Adult,High,F,S,2,19131.1,N,56,109035733,5134354317157737,19810117,7841 WH BURGES DR,,SHELBY,MI,49455,0,,,22152.22,34,11076,1107,8.5,4,8,0.0,1107.611
337,Adult,Low,M,M,2,42750.3,Y,50,241290166,2775411698459994,19610928,129 CALLE SAN RAFAEL,,SAN ANTONIO,PR,690,0,,,20592.06,112,10296,1029,28.0,2,7,1029.603,0.0
338,Adult,High,F,S,2,2842.55,N,46,378318573,5402361739460634,19541127,3 JOHN F KENNEDY BLVD,,HOUSTON,TX,77027,9356,,,0.0,0,0,0,0.0,0,0,0.0,0.0
339,Adult,High,M,M,2,22358.1,N,53,928504799,7092780861740354,19610509,162 CACHE POINT LN APT 19101,,WOODRIDGE,IL,60517,0,,,15541.55,12,7770,777,3.0,4,5,0.0,777.0775
340,Young adult,High,M,M,0,47870.8,Y,27,112959628,1773142757082171,19451012,248 W 88TH ST PH A,,FALL RIVER,MA,2721,0,-71.14416999999999,41.679049,2000.2,12,500,50,1.8,4,17,0.0,100.01
341,Adult,Low,F,S,2,6440.46,Y,41,135458634,8856611736113120,19160525,300 AVE LLORENS TORRES,,MARION,IN,46953,0,-85.680868,40.549571,22662.27,27,11331,1133,6.75,5,7,1133.1135,0.0
342,Adult,Low,F,S,0,7325.5,N,37,167018455,1039896439855694,19611018,1651 KINGSWAY CT STE 2,,EL RENO,OK,73036,0,,,28522.85,161,14261,1426,40.25,3,9,1426.1425,0.0
343,Adult,High,M,M,2,28766.9,N,47,199125049,6122900169214423,19120612,10787 BOTKINS RD,,MARICAO,PR,606,0,,,6110.61,58,1527,152,8.7,1,19,0.0,305.5305
344,Child,High,M,M,1,5252.29,N,16,210376028,7248468345589247,19581201,174 SAXON,,LAVEEN,AZ,85339,0,,,2650.27,17,662,66,2.55,4,17,0.0,132.5135
345,Young adult,High,M,M,2,91272.2,Y,25,168632029,8333820555520411,19090205,RR 1 BOX 55,,BRIERFIELD,AL,36066,0,,,26992.7,13,13496,1349,3.25,1,6,0.0,1349.635
346,Adult,Low,M,S,0,69000.0,Y,52,150145425,9695545219754928,19771129,16090 SWINGLEY RIDGE RD STE 600,,WOLFFORTH,TX,79424,7521,,,11631.16,115,5815,581,28.75,3,5,581.558,0.0
347,Young adult,Low,M,M,2,1406.05,Y,19,194000794,6128741297261829,19590829,2826 ASHBY,,MORGANTON,NC,28655,0,-81.675063,35.753489,11551.16,15,5775,577,3.75,3,6,577.558,0.0
348,Adult,High,F,S,0,73228.3,N,43,122988454,9144630972472183,19830427,605 FUCMON CT,,SAINT ALBANS,NY,11412,0,,,22472.25,28,11236,1123,7.0,5,9,0.0,1123.6125
349,Adult,Medium,F,S,2,76231.9,N,64,684783130,2440939072874578,19900802,4396 KABY,,ALICE,TX,78332,0,-98.070999,27.749042,2010.2,150,502,50,22.5,2,15,0.0,50.255
350,Adult,High,M,M,1,64792.3,N,52,204993857,2372146260164526,19720415,1856 24TH ST SW,,COLONIA,NJ,7067,0,,,13051.31,36,6525,652,9.0,4,8,0.0,652.5655
351,Adult,Low,F,S,0,93322.1,Y,40,147895004,5358493232299484,19150719,PO BOX 8738,,BROOKLYN,NY,11219,0,,,29922.99,8,14961,1496,2.0,3,9,1496.1495,0.0
352,Adult,High,M,M,1,63437.3,N,64,193669869,8677035740382719,19120505,344A HERITAGE VLG,,EUREKA,MO,63025,0,,,680.07,10,170,17,1.5,1,18,0.0,34.0035
353,Adult,High,M,M,2,49910.7,Y,52,177144862,8266233495125496,19220413,3501 156TH ST,,DALLAS,TX,75219,3304,-96.821026,32.813245,27422.74,23,13711,1371,5.75,1,6,0.0,1371.137
354,Adult,High,M,M,0,76161.4,Y,45,179271909,9049939214466428,19501018,13856 WEST AVE,,TREMONTON,UT,84337,0,,,11961.2,25,5980,598,6.25,3,8,0.0,598.06
355,Child,High,F,M,2,55860.0,Y,15,744024798,1809634228014632,19020721,1 CALLE PRINCIPAL APT 39,,SPRING VALLEY,OH,45370,0,,,16011.6,10,8005,800,2.5,3,7,0.0,800.58
356,Senior,High,F,S,1,12686.0,N,65,413354890,4690135872757440,19870228,10 RIVER RD,,APO,AE,9094,8495,,,23232.32,80,11616,1161,20.0,5,7,0.0,1161.616
357,Adult,Medium,M,M,2,57360.8,Y,53,721804051,3658986192458033,19650503,725 LINCOLN AVE,,LITHONIA,GA,30038,0,,,10361.04,57,5180,518,14.25,3,10,0.0,518.052
358,Adult,Low,M,M,1,92414.7,Y,46,149158457,5879346814256686,19260928,800 N ALAMEDA ST STE 200,,SOUTH HOLLAND,IL,60473,0,,,29432.94,10,14716,1471,2.5,3,7,1471.647,0.0
359,Adult,High,M,M,1,60102.7,N,42,103224937,4375699630460541,19150407,4880 LIBRARY RD STE 4,,WEST CALDWELL,NJ,7006,0,,,9840.98,62,2460,246,9.3,1,15,0.0,492.049
360,Adult,Low,F,M,2,17888.7,N,43,147036831,8089286567402752,19280928,1859 HOLMES RD,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,29412.94,332,14706,1470,83.0,3,5,1470.647,0.0
361,Adult,High,F,S,1,12526.3,N,54,962858824,8002089992332998,19440623,9193 GENCZO OVERHEAD RD,,BUFFALO,IL,62515,0,,,11721.17,28,5860,586,7.0,1,7,0.0,586.0585
362,Adult,Low,F,S,2,14578.8,Y,61,349223706,1808857419524787,19490828,5956 SHERRY LN STE 1800,,DUNNELLON,FL,34431,0,,,11911.19,95,5955,595,23.75,4,6,595.5595,0.0
363,Adult,Low,M,M,0,78572.2,Y,42,794737937,3800859186961192,19340522,107 GRASMUR TURN,,KENWOOD,CA,95452,0,,,21812.18,29,10906,1090,7.25,1,9,1090.609,0.0
364,Young adult,High,M,M,1,3933.74,N,18,142977341,1177715372210932,19640118,584 BARKEYVILLE RD,,HARRISBURG,PA,17102,0,-76.886034,40.270911,9750.98,47,2437,243,7.05,5,15,0.0,487.549
365,Adult,High,F,M,2,48238.8,N,35,152373883,9418500358685878,19810824,906 N RIVER ST STE 104,,SHORELINE,WA,98155,0,-122.307383,47.77345,23282.33,168,11641,1164,42.0,2,10,0.0,1164.1165
366,Child,High,F,M,0,28770.9,N,12,332818845,3919023694741983,19180210,383 DORCHESTER AVE STE 220,,BRIGHAM CITY,UT,84302,0,,,27992.8,16,13996,1399,4.0,1,9,0.0,1399.64
367,Adult,High,F,M,2,87578.2,Y,53,153880914,6786498939254092,19340314,253 CALLE LICEO,,NAPLES,FL,34110,0,,,290.03,22,72,7,3.3,4,17,0.0,14.5015
368,Child,High,F,M,2,86695.4,N,14,176502900,5210876164220259,19740627,PO BOX 4203,,ROCKFORD,IL,61103,0,-89.091534,42.27497,25942.59,32,12971,1297,8.0,5,10,0.0,1297.1295
369,Adult,High,F,S,2,76791.2,N,47,411600457,8228712836963538,19150107,PO BOX 178,,DORADO,PR,646,0,,,20712.07,23,10356,1035,5.75,1,6,0.0,1035.6035
370,Child,High,F,S,0,30763.8,Y,14,319830295,2741630684976078,19950721,4400 ARABIA CHURCH RD,,MURRYSVILLE,PA,15668,0,,,21322.13,35,10661,1066,8.75,5,5,0.0,1066.1065
371,Adult,High,F,M,2,3193.6,N,54,747141639,6637153272230768,19200409,1940 MAPLE DR NW,,HOUSTON,TX,77081,0,,,4190.42,114,1047,104,17.1,1,16,0.0,209.521
372,Adult,Low,F,M,0,83287.0,N,56,176618680,2257848961838824,19310602,2046 HICKORY ST,,DALLAS,TX,75240,5580,,,29642.96,90,14821,1482,22.5,2,6,1482.148,0.0
373,Young adult,Low,M,S,1,2056.06,Y,19,199001484,3938426835639361,19570508,8874 W 200 N,,FLUSHING,NY,11358,0,,,24072.41,27,12036,1203,6.75,3,10,1203.6205,0.0
374,Adult,High,F,M,2,7776.6,N,36,590908483,1631281752651707,19631026,2 KING DR,,GREENWOOD VILLAGE,CO,80111,0,,,25872.59,68,12936,1293,17.0,2,10,0.0,1293.6295
375,Adult,Low,M,M,1,2067.82,N,48,172246344,4005322047109461,19210608,444 OAK HOLLOW DR APT 102,,MARSHALLVILLE,GA,31057,0,,,15251.53,70,7625,762,17.5,3,8,762.5765,0.0
376,Adult,Medium,M,S,0,77000.0,N,63,152885149,2576902580518788,19390720,821 S ACACIA AVE APT 1,,MOBILE,AL,36609,0,,,4580.46,8,1145,114,1.2,5,13,0.0,114.5115
377,Adult,High,F,M,2,69343.3,N,42,209236274,3326653357231537,19410924,35888 LAKE RD,,GUAYANILLA,PR,656,0,,,6360.64,15,1590,159,2.25,4,15,0.0,318.032
378,Adult,High,F,M,0,83287.0,N,44,151498774,4086709412929221,19700312,PO BOX 2097,,BRONX,NY,10459,2580,-73.90071800000001,40.822368,570.06,23,142,14,3.45,5,15,0.0,28.503
379,Adult,Medium,F,M,0,14932.5,N,46,611252386,6115876355185770,19531219,3313 EUROPA DR APT 211Y,,SPRINGFIELD,MO,65810,0,,,4910.49,6,1227,122,0.9,4,12,0.0,122.76225
380,Adult,High,F,S,0,27498.1,N,53,629662225,3533776248137454,19740427,101 KING RD,,HOLLYWOOD,FL,33081,0,,,2200.22,9,550,55,1.35,4,18,0.0,110.011
381,Adult,High,F,M,2,21419.9,N,60,141744266,6679354783367539,19840625,1433 BUCHANAN AVE SW,,DE QUEEN,AR,71832,0,,,26392.64,103,13196,1319,25.75,4,7,0.0,1319.632
382,Young adult,Medium,F,M,2,30665.2,Y,23,209020242,4134697624515138,19690707,2456 LINWOOD ST SW,,DUNMORE,PA,18512,0,-75.62893299999999,41.423178,5830.58,63,1457,145,9.45,1,14,0.0,145.7645
383,Senior,Medium,F,M,1,70000.0,Y,67,823332094,1602115302147106,19751007,3955 51ST ST APT 1A,,GRAND RAPIDS,MI,49506,0,,,6080.61,30,1520,152,4.5,1,11,0.0,152.01525
384,Adult,Low,F,M,2,50561.3,N,46,104140764,8484700507318594,19371112,5768 JONES VALLEY DR SE,,MANHEIM,PA,17545,0,,,16601.66,113,8300,830,28.25,2,5,830.083,0.0
385,Adult,Low,F,S,2,23464.0,Y,61,173543787,5159645089417566,19620423,475 E ANN ST,,MOBILE,AL,36608,0,,,22432.24,41,11216,1121,10.25,3,5,1121.612,0.0
386,Adult,Low,F,M,2,194.57,N,47,156735689,1422431132526749,19780426,39420 LIBERTY ST STE 150 PMB 6528,,OZARK,AL,36360,0,-85.63036899999999,31.451915000000003,28262.83,38,14131,1413,9.5,5,8,1413.1415,0.0
387,Adult,Low,F,M,1,98680.4,Y,46,145476253,1798495256586681,19250111,6510 W CREEKVIEW DR,,HANOVER,PA,17331,0,,,17581.76,8,8790,879,2.0,5,10,879.088,0.0
388,Adult,Low,M,M,0,65619.7,Y,53,309758274,3646193752627586,19160930,2 WINTHROP ST,,BAYONNE,NJ,7002,1953,-74.118818,40.661584999999995,13561.36,144,6780,678,36.0,1,10,678.068,0.0
389,Adult,Low,F,M,1,95620.3,Y,47,911457814,5996922524346964,19360228,186 MORGANS LN,,AUSTIN,TX,78723,0,,,10911.09,93,5455,545,23.25,3,6,545.5545,0.0
390,Adult,Low,F,S,0,85275.0,N,62,339528267,4827676523618652,19710524,207 KINGS AVE,,GAINESVILLE,FL,32607,0,-82.408748,29.643582000000002,22482.25,151,11241,1124,37.75,4,8,1124.1125,0.0
391,Adult,High,F,M,1,66921.4,Y,46,178012658,5774671788478978,19760804,411 W 400 N,,ARECIBO,PR,612,0,,,15701.57,8,7850,785,2.0,5,9,0.0,785.0785
392,Senior,Medium,F,M,1,98453.6,Y,70,187431663,5576704891394563,19690927,136 RAY ST,,HUALAPAI,AZ,86412,0,,,13721.37,11,6860,686,2.75,1,6,0.0,686.0685
393,Young adult,Low,F,M,2,94026.8,Y,28,688751973,2566967060883789,19210119,PO BOX 13091,,NORTH READING,MA,1864,0,,,25002.5,10,12501,1250,2.5,5,9,1250.125,0.0
394,Adult,High,F,S,2,57420.0,Y,55,427380874,6820088380768888,19101226,4591 LARCH DR APT B43,,FLUSHING,NY,11354,3132,-73.83107,40.765756,25182.52,252,12591,1259,63.0,1,6,0.0,1259.126
395,Adult,High,M,M,0,66666.0,N,45,115660640,5704467054756647,19331015,8144 N 33RD AVE APT 1447,,COVINGTON,WA,98042,0,,,3930.39,26,982,98,3.9,5,19,0.0,196.5195
396,Adult,High,M,M,2,47639.1,N,41,650071635,6517197776711593,19331018,7238 7TH ST SW,,BAKERSVILLE,NC,28705,0,,,17481.75,39,8740,874,9.75,2,10,0.0,874.0875
1156,Child,High,M,M,1,5252.29,N,16,129371466,7576740885361002,19120913,5376 CAMP MEETING RD,,WILKES BARRE,PA,18765,1,,,2650.27,17,662,66,2.55,2,18,0.0,132.5135
1157,Young adult,High,M,M,2,91272.2,Y,25,997169899,8634673824556715,19260420,16148 S 4425 RD,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,26992.7,13,13496,1349,3.25,3,9,0.0,1349.635
1158,Adult,High,F,S,0,73228.3,N,53,693688245,9194278836662675,19500919,30168 STRAW SCHOOL RD,,CARRIZO SPRINGS,TX,78834,0,-99.859178,28.522372999999998,22472.25,28,11236,1123,7.0,1,6,0.0,1123.6125
1159,Adult,High,M,M,1,64792.3,N,52,143654312,2102132225414384,19930115,1 CALLE PARQUE,,WEST COVINA,CA,91791,0,,,13051.31,36,6525,652,9.0,5,10,0.0,652.5655
1160,Adult,Low,F,S,0,93322.1,Y,40,192314136,4990671639716235,19820804,5379 COUNTY ROAD 112,,NEWHALL,CA,91321,0,,,29922.99,8,14961,1496,2.0,5,7,1496.1495,0.0
1161,Adult,High,M,M,2,49910.7,Y,52,179343407,1816459691001394,19930212,666 BAKER ST STE 405,,UNION GROVE,WI,53182,0,,,27422.74,23,13711,1371,5.75,1,7,0.0,1371.137
1162,Adult,Low,M,M,1,76161.4,Y,45,146889107,3614480379303686,19421112,1253 FRANKLIN AVE APT 2F,,ECLETO,TX,78111,0,,,11961.2,25,5980,598,6.25,5,10,598.06,0.0
1163,Child,Low,F,M,2,55860.0,Y,15,349505858,7193076387402647,19840703,2590 CENTRAL AVE W,,HUDSON,WI,54016,0,-92.757411,44.9809,16011.6,10,8005,800,2.5,3,10,800.58,0.0
1164,Adult,High,M,M,2,57360.8,Y,53,117547319,3610750583791539,19380312,732 N CAROLINA ST,,DALTON,OH,44618,0,,,10361.04,57,5180,518,14.25,1,6,0.0,518.052
1165,Adult,Low,M,M,0,92414.7,Y,46,286519275,8500304418656272,19500518,53 TRINITY PL FRNT 2,,GRAND RAPIDS,MI,49506,0,,,29432.94,10,14716,1471,2.5,2,10,1471.647,0.0
1166,Adult,Low,F,S,2,14578.8,Y,61,208302162,2060550963923744,19020513,199 MOUNTAIN VIEW 1,,CINCINNATI,OH,45243,0,,,11911.19,95,5955,595,23.75,5,10,595.5595,0.0
1167,Adult,Medium,F,M,2,87578.2,Y,53,119423317,6582027289815523,19111013,3305 BENT CREEK CT APT 1,,PITTSBURGH,PA,15236,0,,,290.03,22,72,7,3.3,2,11,0.0,7.25075
1168,Child,Low,F,M,2,86695.4,N,14,749953951,2247505916809028,19231219,809 OTIS PL NW APT A,,SOUTH PLYMOUTH,NY,13844,0,,,25942.59,32,12971,1297,8.0,2,6,1297.1295,0.0
1169,Adult,High,F,M,0,83287.0,N,41,182562606,4634495572096911,19381123,5255 E MILO WAY,,MAYAGUEZ,PR,682,7433,,,29642.96,90,14821,1482,22.5,5,7,0.0,1482.148
1170,Adult,Medium,M,M,1,2067.82,N,48,949812384,6394298031907316,19141216,6712 KIMBALL DR STE 100,,GROVE CITY,PA,16127,0,,,15251.53,70,7625,762,17.5,5,7,0.0,762.5765
1171,Young adult,Medium,M,M,2,30665.2,Y,23,170023401,2281261598224095,19910118,11 FORD RD,,EMERSON,KY,41135,0,,,5830.58,63,1457,145,9.45,1,11,0.0,145.7645
1172,Adult,Medium,F,M,1,83287.0,Y,47,510322892,2229186914345103,19700324,8140AQ KNUE RD STE 200,,CINCINNATI,OH,45237,0,,,6080.61,30,1520,152,4.5,2,15,0.0,304.0305
